videoId,updateAt,authorId,cmt,label
0yHtYPeK2Jg,2023-03-13 00:04:10,UCQll8-VBqfGoebEnbo9pB9A,Hay lắm ạ,0
0yHtYPeK2Jg,2023-03-13 00:04:31,UCQll8-VBqfGoebEnbo9pB9A,Quá tuyệt vời 🥰,0
0yHtYPeK2Jg,2023-03-13 00:12:08,UCGTKRBsMLGVw1JoiqMIs4XQ,Chúc mừng em Hoà. Đúng chất Bắc Bộ,0
0yHtYPeK2Jg,2023-03-13 00:27:08,UCSnVG4yqywr47hHnlmeB4nw,Hay k biết khen gì luôn,0
0yHtYPeK2Jg,2023-03-13 00:35:03,UCUEVWXb-RHHo3ST2abHsK9w,Em từ trg ĐH FPT qua đâyyy❤❤❤❤,0
0yHtYPeK2Jg,2023-03-13 00:47:26,UCGqLmEJpe_D5GzsnOIVlwXA,Cho e cover lại đc ko ak nhưng e sợ bản quyền,0
0yHtYPeK2Jg,2023-03-13 00:49:57,UCLyQL85p3fWxKRAvQ0G4ESQ,Xem khong biet bao nhieu roi....Great MV,0
0yHtYPeK2Jg,2023-03-13 01:14:47,UCMhS8gn_ayO9UQ0zp3RG42A,Quá hay ngày nào cũng phải nghe nghiện rồi theo dõi e từ đầu hvns e là cô gái mà mỗi khi xem đều mỉm cười theo trong vô thức chúc mừng em chúc em sẽ ra nhiều sản phẩm hay và được mọi người đón nhận nhiệt tình,0
0yHtYPeK2Jg,2023-03-13 01:18:44,UCFmwhnj2YXX3ROLtNkTyirg,Yêu quá,0
0yHtYPeK2Jg,2023-03-13 01:21:35,UCd9XdK10ubSWG7SgORHbbxQ,Quá tuyệt vời luôn ạ,0
0yHtYPeK2Jg,2023-03-13 01:25:06,UC1cKrCdA3OSwQ9Ah0sOabfQ,Chị Huyền vẫn trẻ đẹp quá,0
0yHtYPeK2Jg,2023-03-13 01:25:29,UClAFVhR3sKrkaffZcTCiiiw,Lần đầu tiên bình luận trên youtube. Chúc em có 1 MV thành công rực rỡ nhé Thị Hoà,0
0yHtYPeK2Jg,2023-03-13 01:25:31,UCeIVBriz-gM4XCLgK2GJBWQ,Hay quá,0
0yHtYPeK2Jg,2023-03-13 01:27:05,UCgEntiC9nWpHwnwgygV3Bnw,Ngày nào em cũng vào nghe cả,0
0yHtYPeK2Jg,2023-03-13 01:30:40,UC_p3Loqi2xIGvnFhAfi_6lg,Thị Mầu xinh nhất Việt Nam đây.,0
0yHtYPeK2Jg,2023-03-13 01:37:25,UCbt0WT-RHlcvBT-K8Vd1Nlw,Sao nghe hoài không chán nhỉ.,0
0yHtYPeK2Jg,2023-03-13 01:39:15,UCAvdfNU_XfNexrTTxwdz__w,Yêu nàng,0
0yHtYPeK2Jg,2023-03-13 01:41:02,UCUNbOgUe4MSPAw9FguT1N2A,Ở ngoài hoà dễ thương cực  Hát live đỉnh chópppp,0
0yHtYPeK2Jg,2023-03-13 01:42:47,UCSFASh6yAhZ2NG7aifR7iGQ,bay từ FPT sang kkk,0
0yHtYPeK2Jg,2023-03-13 01:54:06,UCnu78V0sgzyqCC2ChKavD7g,"Con zai nhà mình 4 tuổi,thì thoảng lại bảo mẹ mở cô gái chiềng làng chiềng chạ đi🤣",0
0yHtYPeK2Jg,2023-03-13 01:58:56,UC01Svxvxm_W3etePsdkLPfg,nghe nhạc nổi da gà liền á,0
0yHtYPeK2Jg,2023-03-13 02:07:38,UC57Nz3JGHxOGohqtqXew2HQ,🎉❤❤❤,0
0yHtYPeK2Jg,2023-03-13 02:26:58,UCICXPP70TtsXjly3_mg0HmA,Hay qya,0
0yHtYPeK2Jg,2023-03-13 02:28:35,UCoTrWR3JPNUXTSj8D51Ec8w,Đỉnh của chóp,0
0yHtYPeK2Jg,2023-03-13 02:31:17,UCMu7Ok4TqT5YBBWEp5WkXeg,"Bài Thị Mậu của Hòa Minzy nghe là không chê đc ,hay lắm luôn😍",0
0yHtYPeK2Jg,2023-03-13 02:34:20,UCsB5uJwFK9IvxE0LEUNUM5A,MV thế nào mới lên top 1 music hả các bạn. Sao mv của Hoà đc nhiều view thế vẫn đứng thứ 2 sau mv của tlinh,0
0yHtYPeK2Jg,2023-03-13 02:36:55,UCSiNCMMaS7mkiHAhPdRqCMA,"trời ơi, đỉnh thật sự, concept mới lạ mà gẫn gũi với cuộc sống bây giờ. Cá nhân em đánh giá cao MV này ghê. Mãi yêu Hoà Minzy <3 Đoạn đầu tự nhiên đang múa mà có cái xe ô tô trông hơi ... tí thôi ạ :D",0
0yHtYPeK2Jg,2023-03-13 02:42:00,UCWyW3_K-BT0oGySsohiOtug,Nghiện quá😘,0
0yHtYPeK2Jg,2023-03-13 02:49:38,UCRtSgnD44EBGb5UlO29krSA,"Thị Mầu (1928-1952) là một nữ sinh viên người Việt Nam đang theo học tại trường Đại học Y Khoa Hà Nội trong thập niên 1940. Vào ngày 20 tháng 7 năm 1952, Thị Mầu bị cảnh sát Pháp bắt giữ và tuyên bố là bị tình nghi tham gia các hoạt động đối lập chống lại chính quyền Pháp.    Sau khi bị bắt giữ, Thị Mầu bị tra tấn và bắt ép thừa nhận các tội danh không có căn cứ. Bị đưa ra xét xử, Thị Mầu không được có luật sư bảo vệ và bị kết án tử hình. Ngày 30 tháng 10 năm 1952, Thị Mầu bị hành quyết bằng cách treo cổ tại Nhà tù Hỏa Lò, Hà Nội, khi mới chỉ 24 tuổi.    Sau khi Thị Mầu bị hành quyết, nhiều người tin rằng cô bị oan và trở thành biểu tượng của phong trào đấu tranh cho tự do và độc lập của Việt Nam. Cô được tôn vinh là Liệt sỹ và được nhớ đến là một người phụ nữ dũng cảm và anh dũng, đã hy sinh vì sự nghiệp độc lập tự do của dân tộc. Thị Mầu cũng được xem là một trong những biểu tượng của phong trào dân tộc Việt Nam chống lại ách đô hộ của Pháp.",0
0yHtYPeK2Jg,2023-03-13 02:55:38,UCiAm0ZVpaiVk6Fe0JLzvJ-g,bản live Thị Mầu ở FPT hôm qua quá đã chị owiiii #thimau,0
0yHtYPeK2Jg,2023-03-13 03:06:55,UCPabFDUKRcYvDpX4Y0dWMxQ,Vào tìm MV CÁ VOI SÁT THỦ của Bo 😂😂😂😂,0
0yHtYPeK2Jg,2023-03-13 03:07:15,UC_bPv_-xIW2YpmpNCED3olA,phối với masew đỉnh quá,0
0yHtYPeK2Jg,2023-03-13 03:07:21,UC1CvVUT725-acCIPFOL65TQ,Ngày nào cũng cày nhạc cho chị mà vẫn chưa lên top 1 music. Mọi người ơi cày giúp mẹ Bo đi mn!,0
0yHtYPeK2Jg,2023-03-13 03:07:47,UCLIKWi32xmiWo7QS9SCnIVg,Khi nào Bo mới được mời đóng mv của mẹ Hòa.,0
0yHtYPeK2Jg,2023-03-13 03:10:19,UCyinblXsdl9KLk8fU0doMug,Ôi hay quá kB ns j luôn,0
0yHtYPeK2Jg,2023-03-13 03:10:32,UCp1hL7Ht0CPISYm6mzjMTpQ,Quá xuất sắc quá ❤❤❤🎉🎉,0
0yHtYPeK2Jg,2023-03-13 03:12:51,UCuXMjIKubkukFAaOEWvDWjw,Hay quá,0
0yHtYPeK2Jg,2023-03-13 03:14:42,UC43Ls9Ln3n9EsKWZOMt0p0w,"Chúc mừng em , MV hay lắm nha",0
0yHtYPeK2Jg,2023-03-13 03:24:29,UCuVZfGi9KWZzd7pPCrb2IXg,Cá voi sát thủ,0
0yHtYPeK2Jg,2023-03-13 03:27:26,UCctyvvaubaJUlWvfGbbILZg,chị Hòa đẹp quá,0
0yHtYPeK2Jg,2023-03-13 03:37:13,UC_RiOAZdFgnvGDkWRKwzvBQ,Yêu thích Hòa Minzy .  dễ thương quá,0
0yHtYPeK2Jg,2023-03-13 03:42:21,UCITC9TKjAfcTGBwB7N3Tl2A,Hay quá đi,0
