videoId,updateAt,authorId,cmt,label
0Mr3CqCDq3o,2023-03-28 00:59:42,UCosDohpxFCfTI2CvoBn5rJw,"Ko cầu kỳ, miễn sáng tác ok và hát hay là được rồi ❤",0
0Mr3CqCDq3o,2023-03-28 01:20:22,UCBymQklwCL7xwGGorkAXfAA,❤❤,0
0Mr3CqCDq3o,2023-03-28 01:48:40,UCW94q7fBni7qjHawfB3ykfw,Hây lắm em ơi,0
0Mr3CqCDq3o,2023-03-28 01:55:47,UCSH-sexrqLgQhC9zTeHwpVA,nhạc phẩm quá hay! ca từ giai điệu đều rất lạ ~ Chúc MV đã lên top thịnh hành ạ <3 Top 1 thịnh hành go gooo,0
0Mr3CqCDq3o,2023-03-28 02:16:47,UCgEntiC9nWpHwnwgygV3Bnw,Hay quá ạ,0
0Mr3CqCDq3o,2023-03-28 02:18:14,UC1yh9r_YwWV-TOVp9occdMQ,Cây đu đủ kìa,0
0Mr3CqCDq3o,2023-03-28 03:02:00,UC9hxcKAEsDJJQoHxyhtGwhw,Nghe hoài ko chán,0
0Mr3CqCDq3o,2023-03-28 03:24:09,UCvyFwSKYsmNzeqZDZFb4CXQ,nhac vui qua . Mong cos nhieu bai nhu vay nhe,0
0Mr3CqCDq3o,2023-03-28 04:14:28,UCvxsx_ubJTZk7Kd9taVRMsA,hay quá đi,0
0Mr3CqCDq3o,2023-03-28 04:14:45,UCnnkcqhhHlzZgNu8uNs16MQ,Thích mấy bài nhạc như này ghê ❤❤,0
0Mr3CqCDq3o,2023-03-28 04:37:58,UCtS5io9p5Mu1LIclmOxw9eA,"2-3 con vịt, tặng em gạ...",0
0Mr3CqCDq3o,2023-03-28 04:54:15,UCIU574gx6laEWx_P97ehcaA,Người miền tây mãi đỉnh❤❤,0
0Mr3CqCDq3o,2023-03-28 05:05:49,UCm5P47v_JJlMjZxeGrXyfCQ,Bữa nào Ra nhạc miền tây giống như diệu kiên đi em trai ơi 😊,0
0Mr3CqCDq3o,2023-03-28 05:24:20,UC64HnCSBDooxnq0cDamlC6A,"Nal dễ thương hòa đồng, miền tây, nghe nhạc là tôi rất thích luôn. Còn cái thằng jack gì đó mặt láo láo sống điểu ghét lắm. Nhạc nó cũng ko nghe . chả có ý nghĩa gì.",0
0Mr3CqCDq3o,2023-03-28 06:12:32,UCB5Rk1uv3HIcnHUX880_itA,Nhìn mộc Mạc dễ thương gì đâu,0
0Mr3CqCDq3o,2023-03-28 06:13:00,UC27JinoZzAXuExAYtw22K7w,Âm nhạc hoà  hay tuyệt vời,0
0Mr3CqCDq3o,2023-03-28 06:18:39,UCZLxTcZjRWZFBKtleE1pJnw,ai thấy quả nhà lá quen quen ko : ),0
0Mr3CqCDq3o,2023-03-28 06:36:49,UCdE1KDq8V48BNwEvtWar6nw,nhạc miên tây lên ngôi,0
0Mr3CqCDq3o,2023-03-28 06:47:52,UCg3PPqs_b9Lxvqh55_JI86Q,Có Hồng Chi nữa ta💐💐,0
0Mr3CqCDq3o,2023-03-28 06:52:04,UCZC9SCcS4N5MCzq_uXqoWMA,chân thật quá nhớ  miền tây rồi,0
0Mr3CqCDq3o,2023-03-28 07:01:18,UCqB_635o29APF7274397cqw,Nhớ ngày xưa ghê,0
0Mr3CqCDq3o,2023-03-28 07:05:07,UCYugSpyF7Tmh_KoELgSKzvQ,Mong sự kết hợp của bạn và Diệu Kiên,0
0Mr3CqCDq3o,2023-03-28 07:11:37,UCMbM5j-ZlRktmroOTOY1KMw,Náo loạn cả tik tok 😂,0
0Mr3CqCDq3o,2023-03-28 07:15:11,UCM6ghZ3MZD1njtD0o7nKwTw,mv kiểu như hồi xưa vậy á mình rất thích nhaaa,0
0Mr3CqCDq3o,2023-03-28 09:03:36,UCCYU46Af4DvcVJvHPgMswVA,Nal cute quá à! 😊,0
0Mr3CqCDq3o,2023-03-28 09:17:46,UCLYO59rqG0icyJj_kXAplMA,Idol.nhạc vẫn hát vẫn sáng tạo nhiều và hay.nhưng ko quên kèm  bản sắc kmer.dù như thế nào. Vẫn giữ được bản sắc. ❤😊,0
0Mr3CqCDq3o,2023-03-28 09:49:07,UCoDgS7BmaE7WLJtR166LMVw,很好听,0
0Mr3CqCDq3o,2023-03-28 10:55:20,UCnOfqqcQEeZe7E1YGXK9o2Q,Nhạc hai Nal anh ❤,0
0Mr3CqCDq3o,2023-03-28 10:56:05,UC6kj6AsT_qbjE19FYjBfp5A,Mình nghe bài hát này giống như mình cách đây khoảng mười mấy năm vậy bài hát rất hay chúc nal thành công,0
0Mr3CqCDq3o,2023-03-28 11:27:34,UCmpYAeLF_ED_U6aUcaLVRqw,"MV xuất sắc nhất tháng.LÂU rồi ko thấy có MV nào chất bộc lộ dc nội dung bài hát như vậy,",0
0Mr3CqCDq3o,2023-03-28 11:31:58,UCCl-M4GYoXBEN5V248BMjGQ,lời hay nh nhạc thì tệ,0
0Mr3CqCDq3o,2023-03-28 11:32:56,UCGwOf9LaxeuI1CWJm_N4BAQ,càng mộc mạc càng thích,0
0Mr3CqCDq3o,2023-03-28 11:38:40,UCpWLNAkrEsxkN0GUWl-R21g,hay hay hay❤❤,0
0Mr3CqCDq3o,2023-03-28 11:51:45,UCNkgYNzaxgOsAmCITfnpr7A,Chòi ơi dẽ thương quá Anh uiiiii,0
0Mr3CqCDq3o,2023-03-28 11:56:07,UCi0TQEooQmFwx2BkcHwzuvQ,Làm mv ít tốn kém ghê.haha,0
0Mr3CqCDq3o,2023-03-28 13:11:22,UCDogI2tbDpFJ2_XDoOfBD0w,Ra kâraoke chắc đã,0
0Mr3CqCDq3o,2023-03-28 13:15:42,UCRuSV38A_a_Kz2EYzfyXV2Q,Hay lắm bạn ơi tiếp tục phát huy nhé 🤗,0
0Mr3CqCDq3o,2023-03-28 13:31:52,UCoHSemCgGsfx63t0DpEhQ_Q,Chúc mừng mv lên top,0
0Mr3CqCDq3o,2023-03-28 13:42:07,UCktI0EOnbaWue5pu8xScGqg,Đúng chất Miền Tây luôn anh êi,0
0Mr3CqCDq3o,2023-03-28 13:50:24,UC6mznO5IlsjwQxlE-WD1lKQ,Cô thắm này đẹp nha😂,0
0Mr3CqCDq3o,2023-03-28 14:04:20,UCPuNjncjZimF8vE3YUtTuew,"Éo tin được , mấy ông già xóm tui ổng hát suốt",0
0Mr3CqCDq3o,2023-03-28 14:39:33,UCpNrwABPPHPTCD-PivF1tGA,10 đ,0
