videoId,updateAt,authorId,cmt,label
0Mr3CqCDq3o,2023-03-27 01:46:43,UCW_HKo1LVqZWgFh2eMZPdfw,"Mình người Hà Tĩnh,nhưng nge những bài kiểu như này hay ko tả nổi,phối nhạc cũng chất nữa,thanks NaL",0
0Mr3CqCDq3o,2023-03-27 01:49:30,UCEBuGKPYhwjesTGEVfupFZA,Hay quá dễ thương,0
0Mr3CqCDq3o,2023-03-27 02:05:51,UCL2QJ21xJZXGl4e2P25MBVw,Ổng quay đơn giản mà coi mắc cười quài lun á😂,0
0Mr3CqCDq3o,2023-03-27 02:38:35,UCDhzegFRfasxakCp4RCam3g,nghe lần đầu chưa cảm nhận được thử nghe lại lần hai thì quá là ưng luôn <3,0
0Mr3CqCDq3o,2023-03-27 02:45:58,UC6TrWFKLxqDgTazVGsoKb9w,Tui bị giọng ông này 😂😂. Nghe rất gần gũi chất phác ❤,0
0Mr3CqCDq3o,2023-03-27 02:54:33,UCtFjf7RWjHge_A-YuGyt39Q,Hay quá chú ơi,0
0Mr3CqCDq3o,2023-03-27 03:24:43,UCIqdrruzkZCH8slYGpqzoyQ,Dễ thương😊,0
0Mr3CqCDq3o,2023-03-27 03:34:08,UChycd90sIGzvdG2FTml5sZA,Ông em 69 tuổi ko cho coi anh là khóc,0
0Mr3CqCDq3o,2023-03-27 03:34:44,UChycd90sIGzvdG2FTml5sZA,Nhưng giờ ông em mất r😊,0
0Mr3CqCDq3o,2023-03-27 04:36:20,UCFN-jsQqG9h82G3_dXzlYWA,Hay quá nal ơi mà mv này giống mv nào á😂,0
0Mr3CqCDq3o,2023-03-27 04:39:38,UCBsjTqPpHCQNAMvPJRTUDfQ,Khúc 2:34 nghe như đồng giao con chuồn chuồn vậy ka,0
0Mr3CqCDq3o,2023-03-27 04:47:41,UC-Ruui-cEwDMHKNMVvBLl1Q,hay,0
0Mr3CqCDq3o,2023-03-27 04:48:37,UCPB-8USSvPmeLMUIReDIx5Q,Nghe xong yêu đời hẳn,0
0Mr3CqCDq3o,2023-03-27 05:08:41,UCkfyd_oAC5rwOK-ORrBxGHg,nhạc hay,0
0Mr3CqCDq3o,2023-03-27 05:55:45,UCifGdb8bt5DQNBZUjl-tg-Q,Tới công chuyện vs ông già dợ😅😅,0
0Mr3CqCDq3o,2023-03-27 06:36:56,UCa1-Q8h1bWWcXb1KK_UhPvg,❤️❤️,0
0Mr3CqCDq3o,2023-03-27 06:41:58,UCDt9c8pzaRReiulYaUhSBRA,Nghe nhạc của nal nghe hoài không thấy chán luôn á nghe tới nghe lui hoài.fan của nal nè ❤,0
0Mr3CqCDq3o,2023-03-27 06:47:38,UCT7RPu8oxz-E2F8EWZvb_qA,"Thích vẻ mộc mạc, chân quê này quá 😊",0
0Mr3CqCDq3o,2023-03-27 07:22:34,UC5UPK6UsNsxfRhasBjcuqUQ,Điệu nhạc nghe giống như điệu Khmer quá anh,0
0Mr3CqCDq3o,2023-03-27 07:39:36,UCyj8HwFMgGpcm0Ys7QD1OUA,Giai điệu nghe gần rủi quê hương quá .,0
0Mr3CqCDq3o,2023-03-27 08:31:33,UC69InN-3jnXha8LxmC_7AYw,Nghe bài hát của nal thật thoải mái. thật là 1 bài hát chữa lành,0
0Mr3CqCDq3o,2023-03-27 08:57:33,UCip6711OJ_-ffXl9wvHT_LQ,Video mộc mạc dễ thương hay lắm anh ❤️,0
0Mr3CqCDq3o,2023-03-27 09:44:22,UCXrMj515FWSu8H4JU2W1l4w,"Mốt người lớn đưa thì phải cầm 2 tay nha ông, đang cưa con gái ngừ ta á..",0
0Mr3CqCDq3o,2023-03-27 10:12:26,UC8alSVTSmGj4TGNfYtG_jMg,Nal thống lĩnh cả vạn quân...kkkkk,0
0Mr3CqCDq3o,2023-03-27 10:24:08,UC8alSVTSmGj4TGNfYtG_jMg,A nal nay bày đặt nhậu nữa....hôi e hổng uống đâu....nghe mà muốn rụn rún luôn á chèn ơi,0
0Mr3CqCDq3o,2023-03-27 10:37:54,UCr0B2PKlaf5ulm_XwA01kEA,Cảm ơn anh Nal. Em vừa dùng ca khúc anh để toả tình bạn gái em ạ. 😁😁,0
0Mr3CqCDq3o,2023-03-27 10:38:30,UCPyYfle1W6snB3vpuKYRUhw,Cuối video là con vịt cho nên đĩa nhậu nhỉ,0
0Mr3CqCDq3o,2023-03-27 10:47:56,UCPOTNdmrfZ2rFaLfL9jAPIQ,Tôi lại thích nal rồi,0
0Mr3CqCDq3o,2023-03-27 10:47:59,UCy2MuDvlCxLlyszEJsbrd7A,HAY QUÁ NÈ BẠN MIỀN TÂY MÃI ĐỈNH,0
0Mr3CqCDq3o,2023-03-27 10:54:32,UCFNeDMNwq_UrweNcMe4Oabg,Có áo mới cái cảm thấy đẹp troai liền he...🤣🤣,0
0Mr3CqCDq3o,2023-03-27 10:55:46,UCn8yZCbzghpf7Cz8V8PuFjQ,Vip luôn sếp ơi,0
0Mr3CqCDq3o,2023-03-27 11:02:42,UCiDCDfLc8y1UePjC7HwIUHg,Nghe yêu đời ghê anh nal,0
0Mr3CqCDq3o,2023-03-27 11:22:32,UCqq5Q8GAAC1FHNjT6bLm4aA,Em dễ thương lắm ák Nal,0
0Mr3CqCDq3o,2023-03-27 11:46:48,UCpk8tkPeI_f_3cspxVRmAzQ,Đúng đậm chất Miền Tây ln ❤giai điệu mộc mạc nghe dễ thương 🎉,0
0Mr3CqCDq3o,2023-03-27 11:59:03,UCPCPGCeaezkhIUnJlCvv3pA,"Sao xem Mv này cứ thấy hình ảnh Jack với TA vậy , nó cứ quen quen thế nào ấy . Nhưng mà Nal mãi đỉnh",0
0Mr3CqCDq3o,2023-03-27 12:09:03,UCgdb2AOrXB303PPKRCzy9rQ,Nwwj,0
0Mr3CqCDq3o,2023-03-27 12:11:19,UCj2DcdDf3ngW3ymfdwqJp0A,❤,0
0Mr3CqCDq3o,2023-03-27 12:16:02,UCRZKhggqf3OG035Nkja0m4g,Cảnh này nhớ bài sóng gió quá,0
0Mr3CqCDq3o,2023-03-27 12:54:17,UCHZVMxwoDy81gPnr0yB0nbQ,Ui trồi jack nè 😂,0
0Mr3CqCDq3o,2023-03-27 13:05:52,UCRo-4-ulHfdBPvj7wrFYHHA,"nuôi vịt ở đâu vậy anh, em bán thức ăn vịt nè Anh.",0
0Mr3CqCDq3o,2023-03-27 13:22:00,UCzI-FjHd-WZnl7mzaRylGfA,Có vẻ như sự kết hợp giữa làn điệu Nam Bộ với quan họ Bắc Ninh thì phải,0
