videoId,updateAt,authorId,cmt,label
0Mr3CqCDq3o,2023-03-30 01:44:38,UCxElfV-4PPZTpdEIqM-bIBA,MV cưng xĩu. Nal đúng là dân miền tây haha. Còn bạn nữ xinh và diễn đạt quá xá !,0
0Mr3CqCDq3o,2023-03-30 02:20:07,UC_1Ymg38XWCAYoNM9PMHk3A,Top 4 nhạc thịnh hành ròii mn ơi ránn cày cho lên Top 1 luôn điii😂,0
0Mr3CqCDq3o,2023-03-30 02:55:19,UCoCj4lsqJM_8xU0g1_4q9GA,Một hiện tượng mới! Cưng quá Nal ơi! Cố lên bé..cứ thế nha!!! ❤,0
0Mr3CqCDq3o,2023-03-30 03:28:37,UCO6CbN8YGudKJqKccWW4VSw,Kịch bản nay hay nè đậm chất tình quê đơn giản Mộc mạc tình cảm . Chúc e MV thành công.,0
0Mr3CqCDq3o,2023-03-30 04:12:59,UCF-jjEoU9Hvn4lqVBnGtBFQ,Nhìn em làm oai với Con Vịt thấy hay đó. Nhạc em tuyệt vời.,0
0Mr3CqCDq3o,2023-03-30 04:35:12,UCseVIbiVpVxvHrK9hg-EkcQ,Cưng ghê😂😊,0
0Mr3CqCDq3o,2023-03-30 05:27:27,UCLbiC6-3NtdXhm0I2-QffUg,Bài hát gì mà cưng dữ luôn ❤️,0
0Mr3CqCDq3o,2023-03-30 05:35:25,UCTywA15aHLZlq_tBgAWX2TA,Dễ thương quá❤,0
0Mr3CqCDq3o,2023-03-30 05:42:34,UCpYRl0CQJqWWicpxsmJ4gTQ,hãy,0
0Mr3CqCDq3o,2023-03-30 06:12:29,UCnQwih2MGPRpq9dcI039r9g,dễ thương quá,0
0Mr3CqCDq3o,2023-03-30 08:01:16,UCrDRTVayYGBcOSmKajSGk3Q,good 👍,0
0Mr3CqCDq3o,2023-03-30 08:44:55,UCdU7pjvqj7gdQ6q6iOFWBLQ,❤❤,0
0Mr3CqCDq3o,2023-03-30 08:53:24,UC4Y0wixotcUOcCXnTT94tZw,"Anh moi nghe nhac cua em 2 nam nhung anh thay giai điêu trong tung bai hat cua em rát la riêng.khác hoan toan nhung ca si khác.moi me,la ,hay,rát la ok.chúc em luôn thanh cong",0
